Station_ID,MeasurementDateGMT,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),,
KC1,2017/8/23 9:00,12.7,,26.4,,
KC1,2017/8/23 10:00,17.1,,28.2,,
KC1,2017/8/23 11:00,9.6,,19.4,,
KC1,2017/8/23 12:00,4.7,,15,,
KC1,2017/8/23 13:00,6.8,,15.6,,
KC1,2017/8/23 14:00,3.1,,13.4,,
KC1,2017/8/23 15:00,4.3,,11.7,,
KC1,2017/8/23 16:00,6.3,,12.8,,
KC1,2017/8/23 17:00,5.5,,17.4,,
KC1,2017/8/23 18:00,5.2,,24.1,,
KC1,2017/8/23 19:00,4.4,,30.6,,
KC1,2017/8/23 20:00,5.3,,38.8,,
KC1,2017/8/23 21:00,6.4,,45.4,,
KC1,2017/8/23 22:00,7.1,,48,,
KC1,2017/8/23 23:00,5,,25.1,,
KC1,2017/8/24 0:00,3.7,,17.5,,
KC1,2017/8/24 1:00,7.5,,14.1,,
KC1,2017/8/24 2:00,5.3,,11.1,,
KC1,2017/8/24 3:00,2.9,,15.8,,
KC1,2017/8/24 4:00,1.2,,17.1,,
KC1,2017/8/24 5:00,-0.9,,22.6,,
KC1,2017/8/24 6:00,4.1,,26.2,,
KC1,2017/8/24 7:00,8.6,,25.5,,
KC1,2017/8/24 8:00,9.5,,24.7,,
KC1,2017/8/24 9:00,7.1,,18,,
KC1,2017/8/24 10:00,6.9,,17.1,,
KC1,2017/8/24 11:00,0.8,,16.3,,
KC1,2017/8/24 12:00,1.3,,14.5,,
KC1,2017/8/24 13:00,2,,15,,
KC1,2017/8/24 14:00,2.4,,12.7,,
KC1,2017/8/24 15:00,3.8,,14.9,,
KC1,2017/8/24 16:00,5.3,,17.4,,
KC1,2017/8/24 17:00,3.8,,20.6,,
KC1,2017/8/24 18:00,6.2,,21.1,,
KC1,2017/8/24 19:00,10.5,,38.6,,
KC1,2017/8/24 20:00,10.5,,59.4,,
KC1,2017/8/24 21:00,11.6,,41.5,,
KC1,2017/8/24 22:00,10.7,,46.7,,
KC1,2017/8/24 23:00,11.3,,53,,
KC1,2017/8/25 0:00,10.9,,53.3,,
KC1,2017/8/25 1:00,4.4,,47,,
KC1,2017/8/25 2:00,9.9,,45.7,,
KC1,2017/8/25 3:00,9,,30.9,,
KC1,2017/8/25 4:00,13.3,,33.3,,
KC1,2017/8/25 5:00,15.6,,42.8,,
KC1,2017/8/25 6:00,16.7,,47.3,,
KC1,2017/8/25 7:00,13.8,,47.4,,
KC1,2017/8/25 8:00,8.9,,47.9,,
KC1,2017/8/25 9:00,4.6,,40.4,,
KC1,2017/8/25 10:00,-0.6,,22.1,,
KC1,2017/8/25 11:00,,,16.1,,
KC1,2017/8/25 12:00,3.8,,16.6,,
KC1,2017/8/25 13:00,5.4,,19.7,,
KC1,2017/8/25 14:00,5.6,,15.2,,
KC1,2017/8/25 15:00,6.3,,15.2,,
KC1,2017/8/25 16:00,6.6,,14.1,,
KC1,2017/8/25 17:00,8.9,,15.7,,
KC1,2017/8/25 18:00,8.9,,21.6,,
KC1,2017/8/25 19:00,10.6,,46.3,,
KC1,2017/8/25 20:00,15,,83.5,,
KC1,2017/8/25 21:00,18.1,,87.3,,
KC1,2017/8/25 22:00,20.1,,76.7,,
KC1,2017/8/25 23:00,19.6,,60.5,,
KC1,2017/8/26 0:00,18.4,,56,,
KC1,2017/8/26 1:00,16.6,,46.6,,
KC1,2017/8/26 2:00,8.8,,37.8,,
KC1,2017/8/26 3:00,12.9,,37.3,,
KC1,2017/8/26 4:00,12,,47,,
KC1,2017/8/26 5:00,13.7,,46.1,,
KC1,2017/8/26 6:00,12.2,,41.1,,
KC1,2017/8/26 7:00,22.1,,56.2,,
KC1,2017/8/26 8:00,18.7,,54.6,,
KC1,2017/8/26 9:00,13.8,,32.1,,
KC1,2017/8/26 10:00,9,,22.9,,
KC1,2017/8/26 11:00,9.7,,24.3,,
KC1,2017/8/26 12:00,5.5,,20.8,,
KC1,2017/8/26 13:00,12.9,,16.4,,
KC1,2017/8/26 14:00,12.3,,11.5,,
KC1,2017/8/26 15:00,14.2,,16.1,,
KC1,2017/8/26 16:00,13.1,,15.1,,
KC1,2017/8/26 17:00,8.8,,15.2,,
KC1,2017/8/26 18:00,8.5,,20.9,,
KC1,2017/8/26 19:00,10.7,,56,,
KC1,2017/8/26 20:00,15.8,,62.4,,
KC1,2017/8/26 21:00,18.1,,79.2,,
KC1,2017/8/26 22:00,20.3,,79.7,,
KC1,2017/8/26 23:00,20.8,,80,,
KC1,2017/8/27 0:00,18,,78.4,,
KC1,2017/8/27 1:00,18.5,,70.6,,
KC1,2017/8/27 2:00,11.1,,37.6,,
KC1,2017/8/27 3:00,8,,14.6,,
KC1,2017/8/27 4:00,10.3,,12.6,,
KC1,2017/8/27 5:00,4.8,,14.6,,
KC1,2017/8/27 6:00,5.3,,22,,
KC1,2017/8/27 7:00,5.3,,18.8,,
KC1,2017/8/27 8:00,10.2,,21.5,,
KC1,2017/8/27 9:00,12.6,,24,,
KC1,2017/8/27 10:00,8.4,,21.3,,
KC1,2017/8/27 11:00,5.3,,21.5,,
KC1,2017/8/27 12:00,7.6,,16.1,,
KC1,2017/8/27 13:00,9.7,,14.3,,
KC1,2017/8/27 14:00,32.1,,19.3,,
KC1,2017/8/27 15:00,13.1,,24.8,,
KC1,2017/8/27 16:00,12.4,,30.6,,
KC1,2017/8/27 17:00,12.7,,30.2,,
KC1,2017/8/27 18:00,22.8,,47.4,,
KC1,2017/8/27 19:00,36.2,,72.5,,
KC1,2017/8/27 20:00,28.2,,74,,
KC1,2017/8/27 21:00,24.7,,48.6,,
KC1,2017/8/27 22:00,24.4,,67.8,,
KC1,2017/8/27 23:00,42.1,,84.9,,
KC1,2017/8/28 0:00,46.3,,77.3,,
KC1,2017/8/28 1:00,45.1,,56.2,,
KC1,2017/8/28 2:00,44.8,,67.9,,
KC1,2017/8/28 3:00,43.2,,49.6,,
KC1,2017/8/28 4:00,44.6,,42.4,,
KC1,2017/8/28 5:00,44.7,,57.4,,
KC1,2017/8/28 6:00,43.1,,54.2,,
KC1,2017/8/28 7:00,27.9,,45.1,,
KC1,2017/8/28 8:00,21.7,,31.3,,
KC1,2017/8/28 9:00,18.3,,26.3,,
KC1,2017/8/28 10:00,14.8,,24,,
KC1,2017/8/28 11:00,12.5,,24.8,,
KC1,2017/8/28 12:00,7,,15,,
KC1,2017/8/28 13:00,19.6,,16.6,,
KC1,2017/8/28 14:00,16,,13.3,,
KC1,2017/8/28 15:00,11.6,,13.2,,
KC1,2017/8/28 16:00,9.6,,14.8,,
KC1,2017/8/28 17:00,12.6,,13.9,,
KC1,2017/8/28 18:00,12.6,,19.9,,
KC1,2017/8/28 19:00,16.5,,30.1,,
KC1,2017/8/28 20:00,19.5,,38.2,,
KC1,2017/8/28 21:00,19.5,,49.3,,
KC1,2017/8/28 22:00,22.8,,56,,
KC1,2017/8/28 23:00,22.6,,47.9,,
KC1,2017/8/29 0:00,19.6,,43.4,,
KC1,2017/8/29 1:00,26.5,,31.2,,
KC1,2017/8/29 2:00,21.4,,34.9,,
KC1,2017/8/29 3:00,21.9,,43.5,,
KC1,2017/8/29 4:00,26.9,,58.8,,
KC1,2017/8/29 5:00,18.7,,55,,
KC1,2017/8/29 6:00,13.7,,43.2,,
KC1,2017/8/29 7:00,10.9,,43.8,,
KC1,2017/8/29 8:00,13,,36.4,,
KC1,2017/8/29 9:00,11,,38.3,,
KC1,2017/8/29 10:00,14.4,,47.2,,
KC1,2017/8/29 11:00,12.9,,40.8,,
KC1,2017/8/29 12:00,10.3,,37.2,,
KC1,2017/8/29 13:00,7.7,,27.3,,
KC1,2017/8/29 14:00,12.9,,27.2,,
KC1,2017/8/29 15:00,9,,27.8,,
KC1,2017/8/29 16:00,8.9,,20.5,,
KC1,2017/8/29 17:00,9.7,,22.4,,
KC1,2017/8/29 18:00,4.9,,23.9,,
KC1,2017/8/29 19:00,6.4,,29.3,,
KC1,2017/8/29 20:00,8.1,,23.1,,
KC1,2017/8/29 21:00,12.5,,18.7,,
KC1,2017/8/29 22:00,12.4,,13.8,,
KC1,2017/8/29 23:00,7.4,,9.2,,
KC1,2017/8/30 0:00,4.3,,7.5,,
KC1,2017/8/30 1:00,4.3,,6,,
KC1,2017/8/30 2:00,12,,6.7,,
KC1,2017/8/30 3:00,12.6,,9.5,,
KC1,2017/8/30 4:00,10.1,,13,,
KC1,2017/8/30 5:00,10.6,,26.1,,
KC1,2017/8/30 6:00,5.2,,31.4,,
KC1,2017/8/30 7:00,8.1,,31.3,,
KC1,2017/8/30 8:00,6.6,,30.9,,
KC1,2017/8/30 9:00,7.1,,25.2,,
KC1,2017/8/30 10:00,8.3,,27.2,,
KC1,2017/8/30 11:00,9.8,,31.8,,
KC1,2017/8/30 12:00,12.7,,41.8,,
KC1,2017/8/30 13:00,9.6,,38.7,,
KC1,2017/8/30 14:00,10.7,,37.7,,
KC1,2017/8/30 15:00,7.3,,36,,
KC1,2017/8/30 16:00,9,,42.9,,
KC1,2017/8/30 17:00,11.1,,45.2,,
KC1,2017/8/30 18:00,6.1,,44.3,,
KC1,2017/8/30 19:00,8.3,,50.2,,
KC1,2017/8/30 20:00,13,,56.7,,
KC1,2017/8/30 21:00,16.7,,52.8,,
KC1,2017/8/30 22:00,12.9,,49.6,,
KC1,2017/8/30 23:00,13.1,,45.5,,
KC1,2017/8/31 0:00,11.4,,41.2,,
KC1,2017/8/31 1:00,14.6,,39.1,,
KC1,2017/8/31 2:00,4.5,,37.5,,
KC1,2017/8/31 3:00,6.8,,33.4,,
KC1,2017/8/31 4:00,8.1,,27.9,,
KC1,2017/8/31 5:00,6.8,,26.9,,
KC1,2017/8/31 6:00,8.7,,31.7,,
KC1,2017/8/31 7:00,7.8,,35.3,,
KC1,2017/8/31 8:00,8.2,,31.5,,
KC1,2017/8/31 9:00,9,,21.7,,
KC1,2017/8/31 10:00,4.4,,15.2,,
KC1,2017/8/31 11:00,3,,11.7,,
KC1,2017/8/31 12:00,2.8,,9.7,,
KC1,2017/8/31 13:00,2,,13.3,,
KC1,2017/8/31 14:00,13.2,,12,,
KC1,2017/8/31 15:00,2,,23,,
KC1,2017/8/31 16:00,4.7,,20.1,,
KC1,2017/8/31 17:00,4.1,,24,,
KC1,2017/8/31 18:00,10,,25.3,,
KC1,2017/8/31 19:00,13.5,,44.2,,
KC1,2017/8/31 20:00,11.7,,43.9,,
KC1,2017/8/31 21:00,-1.5,,40.3,,
KC1,2017/8/31 22:00,11.6,,48.9,,
KC1,2017/8/31 23:00,12.1,,56.4,,
KC1,2017/9/1 0:00,3.1,,50.2,,
KC1,2017/9/1 1:00,6.9,,44.5,,
KC1,2017/9/1 2:00,9.9,,43.2,,
KC1,2017/9/1 3:00,11.7,,45.2,,
KC1,2017/9/1 4:00,11.8,,47.7,,
KC1,2017/9/1 5:00,13,,51,,
KC1,2017/9/1 6:00,11.1,,44.4,,
KC1,2017/9/1 7:00,12.6,,43.7,,
KC1,2017/9/1 8:00,9.8,,28.7,,
KC1,2017/9/1 9:00,9.4,,22,,
KC1,2017/9/1 10:00,8.9,,22.5,,
KC1,2017/9/1 11:00,9.7,,19.9,,
KC1,2017/9/1 12:00,5.3,,13.6,,
KC1,2017/9/1 13:00,9,,12.6,,
KC1,2017/9/1 14:00,7.4,,15.3,,
KC1,2017/9/1 15:00,9.6,,16.6,,
KC1,2017/9/1 16:00,7.8,,22.5,,
KC1,2017/9/1 17:00,9,,33.4,,
KC1,2017/9/1 18:00,7.2,,49.4,,
KC1,2017/9/1 19:00,11.8,,71.4,,
KC1,2017/9/1 20:00,9.1,,55.5,,
KC1,2017/9/1 21:00,4.6,,34.7,,
KC1,2017/9/1 22:00,5.9,,24.1,,
KC1,2017/9/1 23:00,6.1,,29.9,,
KC1,2017/9/2 0:00,10.9,,28.5,,
KC1,2017/9/2 1:00,10.8,,37.1,,
KC1,2017/9/2 2:00,11.3,,44.2,,
KC1,2017/9/2 3:00,11.2,,40.1,,
KC1,2017/9/2 4:00,9.5,,44.3,,
KC1,2017/9/2 5:00,10.3,,45.7,,
KC1,2017/9/2 6:00,15.4,,39.6,,
KC1,2017/9/2 7:00,11.6,,31.9,,
KC1,2017/9/2 8:00,6.1,,20.4,,
KC1,2017/9/2 9:00,6.9,,15.7,,
KC1,2017/9/2 10:00,3.6,,14.2,,
KC1,2017/9/2 11:00,4.6,,16.3,,
KC1,2017/9/2 12:00,,,19.6,,
KC1,2017/9/2 13:00,5.5,,21.3,,
KC1,2017/9/2 14:00,13.1,,21.8,,
KC1,2017/9/2 15:00,8.2,,24.8,,
KC1,2017/9/2 16:00,9.3,,22.6,,
KC1,2017/9/2 17:00,7.9,,28.7,,
KC1,2017/9/2 18:00,9.7,,31.4,,
KC1,2017/9/2 19:00,9.6,,23.2,,
KC1,2017/9/2 20:00,12.3,,18.7,,
KC1,2017/9/2 21:00,13.3,,26.4,,
KC1,2017/9/2 22:00,10.5,,30.2,,
KC1,2017/9/2 23:00,11.5,,29.2,,
KC1,2017/9/3 0:00,16.3,,32.6,,
KC1,2017/9/3 1:00,16,,34.1,,
KC1,2017/9/3 2:00,14.3,,29.2,,
KC1,2017/9/3 3:00,13.7,,23.5,,
KC1,2017/9/3 4:00,14.5,,20.2,,
KC1,2017/9/3 5:00,13.2,,20.1,,
KC1,2017/9/3 6:00,11.9,,24.2,,
KC1,2017/9/3 7:00,10.2,,25.3,,
KC1,2017/9/3 8:00,10.1,,18.6,,
KC1,2017/9/3 9:00,7.9,,10.5,,
KC1,2017/9/3 10:00,7.2,,9.8,,
KC1,2017/9/3 11:00,6.6,,12,,
KC1,2017/9/3 12:00,8.1,,11.5,,
KC1,2017/9/3 13:00,4.8,,9,,
KC1,2017/9/3 14:00,0.9,,10.9,,
KC1,2017/9/3 15:00,2.5,,8.5,,
KC1,2017/9/3 16:00,2,,8.6,,
KC1,2017/9/3 17:00,2.9,,11,,
KC1,2017/9/3 18:00,4.5,,15.9,,
KC1,2017/9/3 19:00,5.6,,19,,
KC1,2017/9/3 20:00,4.8,,14.9,,
KC1,2017/9/3 21:00,5.4,,12.8,,
KC1,2017/9/3 22:00,3,,20.8,,
KC1,2017/9/3 23:00,3.6,,18.4,,
KC1,2017/9/4 0:00,3.7,,16.1,,
KC1,2017/9/4 1:00,4.4,,15.2,,
KC1,2017/9/4 2:00,4.4,,14.8,,
KC1,2017/9/4 3:00,5.8,,16.9,,
KC1,2017/9/4 4:00,5.4,,21.9,,
KC1,2017/9/4 5:00,4.6,,34.2,,
KC1,2017/9/4 6:00,9.5,,48.8,,
KC1,2017/9/4 7:00,8.7,,46.8,,
KC1,2017/9/4 8:00,8.1,,45,,
KC1,2017/9/4 9:00,7.7,,37.2,,
KC1,2017/9/4 10:00,4.4,,23.1,,
KC1,2017/9/4 11:00,4.9,,20.1,,
KC1,2017/9/4 12:00,4,,22.3,,
KC1,2017/9/4 13:00,5.1,,19.3,,
KC1,2017/9/4 14:00,4.9,,13.7,,
KC1,2017/9/4 15:00,8.4,,15.5,,
KC1,2017/9/4 16:00,8.1,,15.7,,
KC1,2017/9/4 17:00,1.8,,17,,
KC1,2017/9/4 18:00,7.2,,24.8,,
KC1,2017/9/4 19:00,3.6,,14.9,,
KC1,2017/9/4 20:00,5.8,,13.7,,
KC1,2017/9/4 21:00,10.9,,12.7,,
KC1,2017/9/4 22:00,9,,12.1,,
KC1,2017/9/4 23:00,7.5,,9.3,,
KC1,2017/9/5 0:00,4.7,,8.3,,
KC1,2017/9/5 1:00,10,,7.1,,
KC1,2017/9/5 2:00,8.5,,5.6,,
KC1,2017/9/5 3:00,6.8,,6.9,,
KC1,2017/9/5 4:00,2,,7.2,,
KC1,2017/9/5 5:00,1.3,,10.7,,
KC1,2017/9/5 6:00,3.8,,21.6,,
KC1,2017/9/5 7:00,2,,23.1,,
KC1,2017/9/5 8:00,5.8,,20.5,,
KC1,2017/9/5 9:00,3.1,,16,,
KC1,2017/9/5 10:00,3.3,,19.6,,
KC1,2017/9/5 11:00,5.1,,15.7,,
KC1,2017/9/5 12:00,2,,15.3,,
KC1,2017/9/5 13:00,2.4,,13.4,,
KC1,2017/9/5 14:00,3.7,,13.5,,
KC1,2017/9/5 15:00,4.6,,16.6,,
KC1,2017/9/5 16:00,5.3,,23.5,,
KC1,2017/9/5 17:00,6.1,,26.7,,
KC1,2017/9/5 18:00,3,,24.7,,
KC1,2017/9/5 19:00,4.4,,29.6,,
KC1,2017/9/5 20:00,3.8,,29.8,,
KC1,2017/9/5 21:00,0.7,,12,,
KC1,2017/9/5 22:00,2.6,,19.4,,
KC1,2017/9/5 23:00,4.6,,22.3,,
KC1,2017/9/6 0:00,3.8,,9.6,,
KC1,2017/9/6 1:00,3.8,,15.6,,
KC1,2017/9/6 2:00,6.3,,20.2,,
KC1,2017/9/6 3:00,2.3,,22.1,,
KC1,2017/9/6 4:00,5.2,,21.7,,
KC1,2017/9/6 5:00,5,,30.5,,
KC1,2017/9/6 6:00,9.9,,33.4,,
KC1,2017/9/6 7:00,12.5,,28.5,,
KC1,2017/9/6 8:00,7.4,,19.8,,
KC1,2017/9/6 9:00,10.2,,13.8,,
KC1,2017/9/6 10:00,10.7,,11.8,,
KC1,2017/9/6 11:00,5.6,,11.9,,
KC1,2017/9/6 12:00,9.3,,11.4,,
KC1,2017/9/6 13:00,10.6,,10.3,,
KC1,2017/9/6 14:00,10,,10.2,,
KC1,2017/9/6 15:00,10.6,,,,
KC1,2017/9/6 16:00,12.7,,13.6,,
KC1,2017/9/6 17:00,9.3,,14.6,,
KC1,2017/9/6 18:00,13.1,,34.3,,
KC1,2017/9/6 19:00,12.9,,54.4,,
KC1,2017/9/6 20:00,13.5,,65.5,,
KC1,2017/9/6 21:00,14.6,,61.6,,
KC1,2017/9/6 22:00,13.5,,53.9,,
KC1,2017/9/6 23:00,10.3,,54.7,,
KC1,2017/9/7 0:00,11.6,,49.3,,
KC1,2017/9/7 1:00,9.2,,22.6,,
KC1,2017/9/7 2:00,11.3,,30.9,,
KC1,2017/9/7 3:00,9.2,,36.9,,
KC1,2017/9/7 4:00,13.1,,25.2,,
KC1,2017/9/7 5:00,12.4,,30,,
KC1,2017/9/7 6:00,12.6,,32.2,,
KC1,2017/9/7 7:00,10.3,,29.6,,
KC1,2017/9/7 8:00,12.4,,24.5,,
KC1,2017/9/7 9:00,12.5,,18.9,,
KC1,2017/9/7 10:00,12.8,,22.6,,
KC1,2017/9/7 11:00,10.1,,24.6,,
KC1,2017/9/7 12:00,7.1,,11,,
KC1,2017/9/7 13:00,9.1,,11.9,,
KC1,2017/9/7 14:00,8.1,,12.5,,
KC1,2017/9/7 15:00,7.2,,11.2,,
KC1,2017/9/7 16:00,6.2,,18.3,,
KC1,2017/9/7 17:00,4,,18.2,,
KC1,2017/9/7 18:00,8.3,,20.4,,
KC1,2017/9/7 19:00,7.7,,16.4,,
KC1,2017/9/7 20:00,11.3,,11.8,,
KC1,2017/9/7 21:00,8,,8.2,,
KC1,2017/9/7 22:00,7,,5.8,,
KC1,2017/9/7 23:00,1.9,,2.4,,
KC1,2017/9/8 0:00,-0.1,,2.9,,
KC1,2017/9/8 1:00,1.8,,1,,
KC1,2017/9/8 2:00,0.8,,1.1,,
KC1,2017/9/8 3:00,-0.2,,0.9,,
KC1,2017/9/8 4:00,-2.1,,2.6,,
KC1,2017/9/8 5:00,5.2,,9.7,,
KC1,2017/9/8 6:00,6,,24.3,,
KC1,2017/9/8 7:00,3.5,,29.7,,
KC1,2017/9/8 8:00,5.7,,33.3,,
KC1,2017/9/8 9:00,5.1,,22.3,,
KC1,2017/9/8 10:00,3.4,,18.8,,
KC1,2017/9/8 11:00,7.5,,29.1,,
KC1,2017/9/8 12:00,5,,27.6,,
KC1,2017/9/8 13:00,-0.9,,23.7,,
KC1,2017/9/8 14:00,7.6,,19.2,,
KC1,2017/9/8 15:00,2.8,,14.1,,
KC1,2017/9/8 16:00,4.3,,13.3,,
KC1,2017/9/8 17:00,1.7,,17.4,,
KC1,2017/9/8 18:00,5.4,,30.5,,
KC1,2017/9/8 19:00,2.9,,42.5,,
KC1,2017/9/8 20:00,8.4,,47,,
KC1,2017/9/8 21:00,8.3,,56.6,,
KC1,2017/9/8 22:00,10.5,,52.5,,
KC1,2017/9/8 23:00,10.7,,46.9,,
KC1,2017/9/9 0:00,6.8,,39.9,,
KC1,2017/9/9 1:00,6.9,,36.7,,
KC1,2017/9/9 2:00,1.4,,31.7,,
KC1,2017/9/9 3:00,5.8,,31,,
KC1,2017/9/9 4:00,5.3,,30.3,,
KC1,2017/9/9 5:00,6.1,,31.6,,
KC1,2017/9/9 6:00,3.8,,27.2,,
KC1,2017/9/9 7:00,5.8,,23.8,,
KC1,2017/9/9 8:00,4,,13.8,,
KC1,2017/9/9 9:00,3.4,,8.8,,
KC1,2017/9/9 10:00,1.9,,7.5,,
KC1,2017/9/9 11:00,2.7,,6.6,,
KC1,2017/9/9 12:00,2.3,,8.3,,
KC1,2017/9/9 13:00,4.9,,9.8,,
KC1,2017/9/9 14:00,2.3,,8.1,,
KC1,2017/9/9 15:00,4.7,,15.7,,
KC1,2017/9/9 16:00,4.4,,13.2,,
KC1,2017/9/9 17:00,1.5,,17.3,,
KC1,2017/9/9 18:00,4.8,,25.4,,
KC1,2017/9/9 19:00,4.6,,42,,
KC1,2017/9/9 20:00,9.5,,46.6,,
KC1,2017/9/9 21:00,9,,45.3,,
KC1,2017/9/9 22:00,6.8,,43.1,,
KC1,2017/9/9 23:00,6.5,,39.9,,
KC1,2017/9/10 0:00,8.2,,34.3,,
KC1,2017/9/10 1:00,8.2,,32.5,,
KC1,2017/9/10 2:00,8.3,,32.3,,
KC1,2017/9/10 3:00,9.5,,26.7,,
KC1,2017/9/10 4:00,7,,23.7,,
KC1,2017/9/10 5:00,5.1,,19.3,,
KC1,2017/9/10 6:00,6.2,,17.6,,
KC1,2017/9/10 7:00,7.9,,11.7,,
KC1,2017/9/10 8:00,7.7,,11.4,,
KC1,2017/9/10 9:00,3.9,,7.9,,
KC1,2017/9/10 10:00,6,,8.6,,
KC1,2017/9/10 11:00,5.3,,9.2,,
KC1,2017/9/10 12:00,6.9,,8.4,,
KC1,2017/9/10 13:00,5.7,,6.6,,
KC1,2017/9/10 14:00,4.3,,5.9,,
KC1,2017/9/10 15:00,3.1,,6.8,,
KC1,2017/9/10 16:00,0.7,,8.7,,
KC1,2017/9/10 17:00,0.1,,11.4,,
KC1,2017/9/10 18:00,2.2,,11.3,,
KC1,2017/9/10 19:00,1.3,,10.4,,
KC1,2017/9/10 20:00,3.5,,9.9,,
KC1,2017/9/10 21:00,4.6,,6.3,,
KC1,2017/9/10 22:00,4.4,,6,,
KC1,2017/9/10 23:00,3,,3.9,,
KC1,2017/9/11 0:00,3.2,,2.5,,
KC1,2017/9/11 1:00,5.5,,0.5,,
KC1,2017/9/11 2:00,5.6,,0,,
KC1,2017/9/11 3:00,6.5,,0.5,,
KC1,2017/9/11 4:00,6.4,,2.2,,
KC1,2017/9/11 5:00,5.5,,8.6,,
KC1,2017/9/11 6:00,7.7,,16.9,,
KC1,2017/9/11 7:00,3.4,,20.7,,
KC1,2017/9/11 8:00,6.4,,16.4,,
KC1,2017/9/11 9:00,6.2,,11.4,,
KC1,2017/9/11 10:00,4.8,,12.7,,
KC1,2017/9/11 11:00,4.1,,9.4,,
KC1,2017/9/11 12:00,4.7,,9,,
KC1,2017/9/11 13:00,8.1,,10.7,,
KC1,2017/9/11 14:00,3,,14.9,,
KC1,2017/9/11 15:00,-0.2,,17.9,,
KC1,2017/9/11 16:00,1.3,,13,,
KC1,2017/9/11 17:00,2.1,,19.1,,
KC1,2017/9/11 18:00,4.1,,21.4,,
KC1,2017/9/11 19:00,5.2,,17.1,,
KC1,2017/9/11 20:00,3.7,,33.7,,
KC1,2017/9/11 21:00,5.9,,32.5,,
KC1,2017/9/11 22:00,5.3,,32.4,,
KC1,2017/9/11 23:00,3,,16.5,,
KC1,2017/9/12 0:00,3.9,,17.1,,
KC1,2017/9/12 1:00,5.1,,12.8,,
KC1,2017/9/12 2:00,3,,16.1,,
KC1,2017/9/12 3:00,5.4,,15.6,,
KC1,2017/9/12 4:00,3.6,,16.7,,
KC1,2017/9/12 5:00,4.3,,26.1,,
KC1,2017/9/12 6:00,5.6,,33.4,,
KC1,2017/9/12 7:00,6,,24.6,,
KC1,2017/9/12 8:00,7,,16.5,,
KC1,2017/9/12 9:00,4.8,,11.6,,
KC1,2017/9/12 10:00,2.6,,10.4,,
KC1,2017/9/12 11:00,3.8,,9,,
KC1,2017/9/12 12:00,4.8,,7.8,,
KC1,2017/9/12 13:00,5.9,,6.9,,
KC1,2017/9/12 14:00,1,,8.9,,
KC1,2017/9/12 15:00,6.1,,11.5,,
KC1,2017/9/12 16:00,8,,11.6,,
KC1,2017/9/12 17:00,6.1,,12.2,,
KC1,2017/9/12 18:00,4.1,,10.1,,
KC1,2017/9/12 19:00,4.8,,13.5,,
KC1,2017/9/12 20:00,4,,10.6,,
KC1,2017/9/12 21:00,1.2,,6.6,,
KC1,2017/9/12 22:00,-0.4,,3.9,,
KC1,2017/9/12 23:00,-0.9,,3.9,,
KC1,2017/9/13 0:00,4,,2.7,,
KC1,2017/9/13 1:00,5.1,,-0.6,,
KC1,2017/9/13 2:00,4.5,,-1.2,,
KC1,2017/9/13 3:00,2.5,,0.1,,
KC1,2017/9/13 4:00,2.7,,3.1,,
KC1,2017/9/13 5:00,4.7,,7.4,,
KC1,2017/9/13 6:00,1.2,,14.8,,
KC1,2017/9/13 7:00,2.5,,15.7,,
KC1,2017/9/13 8:00,0.3,,11.8,,
KC1,2017/9/13 9:00,1.2,,11.1,,
KC1,2017/9/13 10:00,4.2,,11.9,,
KC1,2017/9/13 11:00,4,,9.2,,
KC1,2017/9/13 12:00,1.8,,8.2,,
KC1,2017/9/13 13:00,4.8,,16.6,,
KC1,2017/9/13 14:00,6.1,,12.4,,
KC1,2017/9/13 15:00,-0.3,,11.5,,
KC1,2017/9/13 16:00,5.9,,17.1,,
KC1,2017/9/13 17:00,1.8,,20.8,,
KC1,2017/9/13 18:00,2.3,,29.6,,
KC1,2017/9/13 19:00,5.1,,17.8,,
KC1,2017/9/13 20:00,3.6,,25.3,,
KC1,2017/9/13 21:00,4.2,,23.1,,
KC1,2017/9/13 22:00,1.4,,13.9,,
KC1,2017/9/13 23:00,0,,24.1,,
KC1,2017/9/14 0:00,5.1,,14.8,,
KC1,2017/9/14 1:00,2.1,,8.1,,
KC1,2017/9/14 2:00,1.8,,13.5,,
KC1,2017/9/14 3:00,5.5,,13.4,,
KC1,2017/9/14 4:00,1.3,,21.4,,
KC1,2017/9/14 5:00,2.4,,25.1,,
KC1,2017/9/14 6:00,1.2,,32.8,,
KC1,2017/9/14 7:00,1.4,,30.3,,
KC1,2017/9/14 8:00,4.5,,26,,
KC1,2017/9/14 9:00,2.6,,15.7,,
KC1,2017/9/14 10:00,4.2,,10.9,,
KC1,2017/9/14 11:00,-1.2,,9.2,,
KC1,2017/9/14 12:00,1.4,,12,,
KC1,2017/9/14 13:00,4.3,,7.2,,
KC1,2017/9/14 14:00,3.4,,10.4,,
KC1,2017/9/14 15:00,1.5,,18.6,,
KC1,2017/9/14 16:00,4.9,,15.8,,
KC1,2017/9/14 17:00,3.1,,21,,
KC1,2017/9/14 18:00,9,,44,,
KC1,2017/9/14 19:00,6.3,,42.9,,
KC1,2017/9/14 20:00,6.2,,36.5,,
KC1,2017/9/14 21:00,6.1,,40.6,,
KC1,2017/9/14 22:00,6.6,,32.7,,
KC1,2017/9/14 23:00,2.8,,34.2,,
KC1,2017/9/15 0:00,4.8,,23.9,,
